city,listing_id,bathrooms,price_per_sqft,build_year,url,price,bedrooms,state,longitude,zip_code,partial_bathrooms,street,address,latitude,house_type,state_code,sqft,neighborhood
New York,3257132809,2,1754.386,2002,https://www.trulia.com/property/3257132809-407-E-12th-St-3M-New-York-NY-10009,1600000,2,New York,-73.98281,10009,,E 12th St,"407 East 12th Street #3M, New York, NY",40.73005,Condo,NY,912,East Village
New York,3257319604,1,812.5,1910,https://www.trulia.com/property/3257319604-74-W-131st-St-2-New-York-NY-10037,650000,1,New York,-73.942276,10037,,W 131st St,"74 West 131st Street #2, New York, NY",40.81113,Condo,NY,800,Harlem
New York,3259397076,1,1890.2439,,https://www.trulia.com/property/3259397076-15-Charles-St-12-C-New-York-NY-10014,1550000,1,New York,-74.00136,10014,,Charles St,"15 Charles Street #12-C, New York, NY",40.735363,Condo,NY,820,West Village
New York,3259337500,1,1107.8788,1987,https://www.trulia.com/property/3259337500-57-E-75th-St-New-York-NY-10021,914000,1,New York,-73.96279,10021,,E 75th St,"57 East 75th Street, New York, NY",40.77347,Coop,NY,825,Upper East Side
New York,3132175148,3,0,,https://www.trulia.com/property/3132175148--Megeve-France-Chalet-Alpine-Ch-New-York-NY,5543200,4,New York,-73.97263,,,Megeve France Chalet Alpine Ch," Megeve France Chalet Alpine Ch, New York, NY",40.75862,Townhome,NY,,
New York,3258040384,1,0,1905,https://www.trulia.com/property/3258040384-541-W-133rd-St-1-New-York-NY-10027,215000,1,New York,-73.954704,10027,0,W 133rd St,"541 West 133rd Street #1, New York, NY",40.818493,Coop,NY,,Harlem
New York,3258963844,1,955.8823,1960,https://www.trulia.com/property/3258963844-340-E-80th-St-7K-New-York-NY-10075,650000,1,New York,-73.95358,10075,,E 80th St,"340 East 80th Street #7K, New York, NY",40.773453,Condo,NY,680,Upper East Side
New York,3256446513,1,0,,https://www.trulia.com/property/3256446513-100-Central-Park-S-4-B-New-York-NY-10019,2950000,2,New York,-73.976654,10019,,Central Park S,"100 Central Park South #4-B, New York, NY",40.76555,Condo,NY,,Clinton
New York,3256113899,4,0,1910,https://www.trulia.com/property/3256113899-35-W-128th-St-New-York-NY-10027,2000000,4,New York,-73.94207,10027,,W 128th St,"35 West 128th Street, New York, NY",40.809097,Townhome,NY,,Harlem
New York,3256030234,6,0,,https://www.trulia.com/property/3256030234-517-2nd-Ave-New-York-NY-10016,8300000,6,New York,-73.97858,10016,,2nd Ave,"517 2nd Avenue, New York, NY",40.741608,Apartment,NY,,Kips Bay
New York,3255886293,0,0,,https://www.trulia.com/property/3255886293-500-W-110th-St-New-York-NY-10025,36000000,,New York,-73.9648,10025,,W 110th St,"500 West 110th Street, New York, NY",40.8032,Apartment,NY,,
New York,3256029967,0,0,,https://www.trulia.com/property/3256029967-244-10th-Ave-New-York-NY-10001,12500000,,New York,-74.00329,10001,,10th Ave,"244 10th Avenue, New York, NY",40.748394,Apartment,NY,,Chelsea
New York,3255784159,0,0,,https://www.trulia.com/property/3255784159-205-W-19th-St-New-York-NY-10011,5500000,,New York,-73.997826,10011,,W 19th St,"205 West 19th Street, New York, NY",40.742043,Apt/Condo/Twnhm,NY,,Chelsea
New York,3255675530,0,0,,https://www.trulia.com/property/3255675530-46-W-21st-St-New-York-NY-10010,11500000,,New York,-73.992805,10010,,W 21st St,"46 West 21st Street, New York, NY",40.74099,Apt/Condo/Twnhm,NY,,Flatiron District
New York,3255382531,0,0,,https://www.trulia.com/property/3255382531-316-E-55th-St-New-York-NY-10022,19975000,,New York,-73.96543,10022,,E 55th St,"316 East 55th Street, New York, NY",40.75742,Townhome,NY,,Midtown East
New York,3255679323,0,0,,https://www.trulia.com/property/3255679323-244-10th-Ave-New-York-NY-10001,12500000,,New York,-74.00329,10001,,10th Ave,"244 10th Avenue, New York, NY",40.748394,Apt/Condo/Twnhm,NY,,Chelsea
