"year","quarter","state","city","code","immid_R","immid_A","immid_D","immid_P","other_R","other_A","other_D","other_P"
"2015","4","Virginia","Norfolk ","NOR",339,351,34,919,NA,NA,NA,NA
"2015","4","Washington","Seattle ","SEA",810,541,42,2034,NA,10,NA,NA
"2015","4","Washington","Spokane ","SPO",45,68,NA,123,NA,NA,NA,NA
"2015","4","Washington","Yakima","YAK",103,173,NA,120,NA,NA,NA,NA
"2015","4","Wisconsin","Milwaukee ","MIL",254,319,28,554,NA,NA,NA,17
"2015","4","Service Center","California","WSC",15134,13328,923,20638,58015,35106,6566,329654
"2015","4","Service Center","Nebraska","NSC",54825,52516,2551,96093,1693,1474,184,3567
"2015","4","Service Center","Texas","SSC",11342,11883,524,22886,307,268,143,655
"2015","4","Service Center","Vermont","ESC",NA,4651,784,8789,NA,2585,700,142259
"2016","1","Alaska","Anchorage ","ANC",72,58,15,174,NA,NA,NA,NA
"2016","1","Arizona","Phoenix ","PHO",838,1273,30,2205,NA,13,NA,76
"2016","1","Arizona","Tucson","TUC",291,477,16,545,NA,NA,NA,11
"2016","1","Arkansas","Fort Smith ","FSA",98,106,NA,192,NA,NA,NA,NA
"2016","1","California","Chula Vista","CVC",547,422,26,1267,NA,NA,NA,NA
"2016","1","California","Fresno ","FRE",455,530,41,963,NA,12,NA,38
"2016","1","California","Imperial","IMP",78,218,NA,170,NA,NA,NA,NA
"2016","1","California","Los Angeles ","LOS",1343,1852,97,2807,NA,11,NA,43
"2016","1","California","Los Angeles County ","LAC",1565,1194,80,3363,NA,NA,NA,91
"2016","1","California","Sacramento ","SAC",548,769,41,1704,NA,NA,NA,NA
"2016","1","California","San Bernardino","SBD",1145,1072,121,1827,NA,NA,10,38
"2016","1","California","San Diego ","SND",446,258,26,943,NA,12,NA,NA
"2016","1","California","San Fernando Valley","SFV",946,827,85,2356,NA,15,NA,71
"2016","1","California","San Francisco","SFR",1429,1455,57,3483,NA,11,NA,22
"2016","1","California","San Jose ","SNJ",816,866,42,1694,NA,13,NA,24
"2016","1","California","Santa Ana","SAA",1119,1481,79,2703,NA,13,NA,NA
"2016","1","Colorado","Denver ","DEN",795,526,55,3074,NA,21,NA,57
"2016","1","Connecticut","Hartford ","HAR",635,402,71,2075,NA,NA,NA,102
"2016","1","Delaware","Dover","DVD",NA,41,NA,NA,NA,NA,NA,NA
"2016","1","District of Columbia","Washington ","WAS",1023,1163,73,3117,NA,NA,NA,126
"2016","1","Florida","Hialeah","HIA",521,1048,42,1080,NA,NA,NA,23
"2016","1","Florida","Jacksonville","JAC",365,262,46,945,NA,NA,NA,NA
"2016","1","Florida","Kendall","KND",457,584,38,944,NA,NA,NA,NA
"2016","1","Florida","Miami ","MIA",972,826,103,2653,NA,24,NA,50
"2016","1","Florida","Oakland Park","OKL",1146,802,84,2549,NA,16,NA,41
"2016","1","Florida","Orlando ","ORL",882,591,62,2725,NA,NA,NA,107
"2016","1","Florida","TAM","TAM",775,780,52,2129,NA,11,NA,NA
"2016","1","Florida","West Palm Beach","WPB",618,643,44,1364,NA,14,NA,16
"2016","1","Georgia","Atlanta ","ATL",1636,1527,98,4190,NA,47,NA,159
"2016","1","Hawaii","Honolulu ","HHW",229,232,12,437,NA,NA,NA,NA
"2016","1","Idaho","Boise ","BOI",97,283,NA,431,NA,NA,NA,NA
"2016","1","Illinois","Chicago ","CHI",2334,1856,99,6711,NA,61,NA,317
"2016","1","Indiana","Indianapolis ","INP",319,359,21,655,NA,NA,NA,NA
"2016","1","Iowa","Des Moines","DSM",125,106,11,314,NA,NA,NA,NA
"2016","1","Kansas","Wichita","WIC",146,112,NA,303,NA,NA,NA,NA
"2016","1","Kentucky","Louisville ","LOU",185,233,24,399,NA,NA,NA,NA
"2016","1","Louisiana","New Orleans ","NOL",311,371,38,647,NA,NA,NA,NA
"2016","1","Maine","Portland ","POM",57,214,NA,159,NA,NA,NA,NA
"2016","1","Maryland","Baltimore ","BAL",1124,914,64,3241,NA,NA,NA,180
"2016","1","Massachusetts","Boston ","BOS",1240,1122,92,3803,NA,NA,NA,98
"2016","1","Massachusetts","Lawrence","LAW",461,419,51,974,NA,NA,NA,50
"2016","1","Michigan","Detroit ","DET",646,868,52,1945,NA,38,NA,316
"2016","1","Minnesota","St. Paul ","SPM",522,316,28,1314,NA,NA,NA,20
"2016","1","Missouri","Kansas City ","KAN",283,541,21,517,NA,NA,NA,NA
"2016","1","Missouri","St. Louis ","STL",153,121,14,506,NA,NA,NA,NA
"2016","1","Montana","Helena ","HEL",49,210,NA,199,NA,NA,NA,NA
"2016","1","Nebraska","Omaha ","OMA",143,491,40,679,NA,NA,NA,NA
"2016","1","Nevada","Las Vegas ","LVG",607,756,37,1711,NA,NA,NA,17
"2016","1","Nevada","Reno ","REN",76,145,12,433,NA,NA,NA,NA
"2016","1","New Hampshire","Manchester ","MAN",85,212,NA,273,NA,NA,NA,11
"2016","1","New Jersey","Mount Laurel","MTL",428,665,40,1171,NA,NA,NA,41
"2016","1","New Jersey","Newark ","NEW",2244,1638,95,7025,NA,17,31,84
"2016","1","New Mexico","Albuquerque ","ABQ",166,333,NA,208,NA,NA,NA,NA
"2016","1","New York","Albany ","ALB",123,111,NA,338,NA,NA,NA,27
"2016","1","New York","Buffalo ","BUF",176,425,62,745,NA,11,50,61
"2016","1","New York","Long Island","LNY",1373,1168,43,4463,NA,10,NA,195
"2016","1","New York","New York ","NYC",3852,4621,434,13913,NA,100,NA,696
"2016","1","New York","Queens","QNS",1342,976,29,4760,NA,NA,NA,276
"2016","1","North Carolina","Charlotte ","CLT",476,467,35,713,NA,NA,NA,13
"2016","1","North Carolina","Raleigh","RAL",473,375,15,850,NA,NA,NA,32
"2016","1","Ohio","Cincinnati ","CIN",169,195,24,345,NA,NA,NA,NA
"2016","1","Ohio","Cleveland ","CLE",225,217,31,408,NA,NA,NA,NA
"2016","1","Ohio","Columbus","CLM",233,242,32,382,NA,NA,NA,NA
"2016","1","Oklahoma","Oklahoma City ","OKC",294,356,19,929,NA,NA,NA,34
"2016","1","Oregon","Portland ","POO",416,341,25,1003,NA,NA,NA,NA
"2016","1","Pennsylvania","Philadelphia","PHI",1016,1267,129,2833,NA,31,NA,127
"2016","1","Pennsylvania","Pittsburgh ","PIT",195,386,NA,707,NA,NA,NA,NA
"2016","1","Rhode Island","Providence ","PRO",169,503,21,466,NA,NA,NA,19
"2016","1","South Carolina","Charleston ","CHL",230,230,12,751,NA,NA,NA,20
"2016","1","Tennessee","Memphis ","MEM",448,443,30,1153,NA,NA,NA,46
"2016","1","Texas","Dallas ","DAL",1906,1693,181,7928,NA,11,NA,246
"2016","1","Texas","El Paso ","ELP",534,545,23,1092,NA,NA,NA,28
"2016","1","Texas","Harlingen ","HLG",631,802,21,1293,NA,NA,NA,17
"2016","1","Texas","Houston ","HOU",2376,1249,161,5905,NA,21,NA,16
"2016","1","Texas","San Antonio ","SNA",1154,847,37,2484,NA,10,NA,45
"2016","1","Utah","Salt Lake City ","SLC",484,545,18,894,NA,NA,NA,NA
"2016","1","Vermont","St. Albans ","STA",44,79,NA,101,NA,NA,NA,NA
"2016","1","Virginia","Norfolk ","NOR",318,357,31,961,NA,NA,NA,19
"2016","1","Washington","Seattle ","SEA",755,548,38,2299,NA,18,NA,NA
"2016","1","Washington","Spokane ","SPO",67,93,NA,138,NA,NA,NA,NA
"2016","1","Washington","Yakima","YAK",118,199,NA,166,NA,NA,NA,NA
"2016","1","Wisconsin","Milwaukee ","MIL",250,273,19,558,NA,NA,NA,16
"2016","1","Service Center","California","WSC",15362,10695,1310,18113,62057,27826,4331,361107
"2016","1","Service Center","Nebraska","NSC",53568,52435,2637,88729,1758,1769,247,3522
"2016","1","Service Center","Texas","SSC",12071,8563,483,12038,317,300,163,452
"2016","1","Service Center","Vermont","ESC",NA,1447,395,7817,NA,1214,391,141359
"2016","1","Service Center","Potomac","YSC",NA,5685,80,17554,NA,NA,NA,NA
"2016","2","Alaska","Anchorage ","ANC",60,43,NA,177,NA,NA,NA,NA
"2016","2","Arizona","Phoenix ","PHO",841,1269,129,1562,NA,28,NA,27
"2016","2","Arizona","Tucson","TUC",312,460,NA,604,NA,NA,NA,11
"2016","2","Arkansas","Fort Smith ","FSA",94,171,NA,NA,NA,NA,NA,NA
"2016","2","California","Chula Vista","CVC",327,198,12,NA,NA,NA,NA,NA
"2016","2","California","Fresno ","FRE",444,414,36,916,NA,NA,NA,48
"2016","2","California","Imperial","IMP",94,192,NA,163,NA,NA,NA,NA
"2016","2","California","Los Angeles ","LOS",1406,1425,164,2743,NA,27,NA,36
"2016","2","California","Los Angeles County ","LAC",1453,1302,93,3291,NA,NA,NA,85
"2016","2","California","Sacramento ","SAC",628,651,47,1976,NA,NA,NA,NA
"2016","2","California","San Bernardino","SBD",1265,1082,93,1845,NA,NA,NA,47
"2016","2","California","San Diego ","SND",705,203,18,2762,NA,NA,NA,NA
"2016","2","California","San Fernando Valley","SFV",942,1063,82,2179,NA,10,NA,58
"2016","2","California","San Francisco","SFR",1514,1287,54,3765,NA,13,NA,50
"2016","2","California","San Jose ","SNJ",756,943,35,1538,NA,12,NA,37
"2016","2","California","Santa Ana","SAA",1117,916,94,2786,NA,32,NA,NA
"2016","2","Colorado","Denver ","DEN",845,475,50,3183,NA,18,NA,40
"2016","2","Connecticut","Hartford ","HAR",636,603,126,1817,NA,NA,NA,102
"2016","2","Delaware","Dover","DVD",NA,101,NA,14,NA,NA,NA,NA
"2016","2","District of Columbia","Washington ","WAS",960,1083,82,3099,NA,10,NA,116
"2016","2","Florida","Hialeah","HIA",522,621,32,1130,NA,NA,NA,22
"2016","2","Florida","Jacksonville","JAC",338,343,22,903,NA,NA,NA,NA
"2016","2","Florida","Kendall","KND",444,535,38,992,NA,NA,NA,NA
"2016","2","Florida","Miami ","MIA",889,650,63,2831,NA,17,NA,66
"2016","2","Florida","Oakland Park","OKL",1250,987,81,2845,NA,13,15,31
"2016","2","Florida","Orlando ","ORL",871,975,89,2647,NA,25,NA,97
"2016","2","Florida","TAM","TAM",802,905,74,2077,NA,NA,NA,NA
"2016","2","Florida","West Palm Beach","WPB",604,583,66,1402,NA,11,NA,23
"2016","2","Georgia","Atlanta ","ATL",1702,1631,91,4370,NA,38,NA,134
"2016","2","Hawaii","Honolulu ","HHW",264,192,21,471,NA,NA,NA,NA
"2016","2","Idaho","Boise ","BOI",78,405,NA,377,NA,NA,NA,NA
"2016","2","Illinois","Chicago ","CHI",2382,2229,186,6183,NA,29,NA,294
"2016","2","Indiana","Indianapolis ","INP",318,413,24,597,NA,NA,NA,NA
"2016","2","Iowa","Des Moines","DSM",115,51,NA,375,NA,NA,NA,NA
"2016","2","Kansas","Wichita","WIC",105,190,NA,216,NA,NA,NA,NA
"2016","2","Kentucky","Louisville ","LOU",173,176,38,353,NA,NA,NA,13
"2016","2","Louisiana","New Orleans ","NOL",340,355,56,585,NA,NA,NA,NA
"2016","2","Maine","Portland ","POM",60,190,NA,144,NA,NA,NA,NA
"2016","2","Maryland","Baltimore ","BAL",1137,683,48,3560,NA,NA,NA,210
"2016","2","Massachusetts","Boston ","BOS",1252,1119,58,3980,NA,NA,NA,124
"2016","2","Massachusetts","Lawrence","LAW",453,376,42,988,NA,NA,NA,46
"2016","2","Michigan","Detroit ","DET",586,1065,70,1475,NA,62,NA,251
"2016","2","Minnesota","St. Paul ","SPM",508,344,36,1420,NA,NA,NA,18
"2016","2","Missouri","Kansas City ","KAN",311,613,12,481,NA,NA,NA,11
"2016","2","Missouri","St. Louis ","STL",166,35,NA,638,NA,NA,NA,NA
"2016","2","Montana","Helena ","HEL",38,246,NA,83,NA,NA,NA,NA
"2016","2","Nebraska","Omaha ","OMA",145,439,38,506,NA,NA,NA,NA
"2016","2","Nevada","Las Vegas ","LVG",579,641,49,1442,NA,NA,NA,19
"2016","2","Nevada","Reno ","REN",63,166,NA,538,NA,NA,NA,NA
"2016","2","New Hampshire","Manchester ","MAN",103,137,NA,313,NA,NA,NA,11
"2016","2","New Jersey","Mount Laurel","MTL",462,827,50,1087,NA,16,NA,24
"2016","2","New Jersey","Newark ","NEW",2361,2180,132,7578,NA,32,16,102
"2016","2","New Mexico","Albuquerque ","ABQ",192,355,NA,366,NA,NA,NA,NA
"2016","2","New York","Albany ","ALB",86,140,13,248,NA,NA,NA,26
"2016","2","New York","Buffalo ","BUF",209,524,36,621,NA,11,NA,50
"2016","2","New York","Long Island","LNY",1383,1211,51,4427,NA,17,NA,181
"2016","2","New York","New York ","NYC",3980,5477,512,11936,NA,139,NA,581
"2016","2","New York","Queens","QNS",1375,1591,85,4388,NA,35,NA,232
"2016","2","North Carolina","Charlotte ","CLT",419,525,38,685,NA,NA,NA,NA
"2016","2","North Carolina","Raleigh","RAL",505,470,36,825,NA,NA,NA,30
"2016","2","Ohio","Cincinnati ","CIN",160,200,22,312,NA,NA,NA,NA
"2016","2","Ohio","Cleveland ","CLE",256,234,42,417,NA,NA,NA,NA
"2016","2","Ohio","Columbus","CLM",220,205,46,371,NA,NA,NA,NA
"2016","2","Oklahoma","Oklahoma City ","OKC",313,285,26,908,NA,NA,NA,28
"2016","2","Oregon","Portland ","POO",421,682,34,672,NA,NA,NA,NA
"2016","2","Pennsylvania","Philadelphia","PHI",1052,1577,81,2587,NA,138,NA,61
"2016","2","Pennsylvania","Pittsburgh ","PIT",218,296,NA,602,NA,NA,NA,NA
"2016","2","Rhode Island","Providence ","PRO",188,360,23,430,NA,NA,NA,14
"2016","2","South Carolina","Charleston ","CHL",259,330,40,698,NA,NA,NA,18
"2016","2","Tennessee","Memphis ","MEM",434,492,39,1091,NA,11,NA,34
"2016","2","Texas","Dallas ","DAL",1952,1455,152,8072,NA,NA,NA,279
"2016","2","Texas","El Paso ","ELP",547,638,24,913,NA,NA,NA,17
"2016","2","Texas","Harlingen ","HLG",657,742,30,1221,NA,NA,NA,14
"2016","2","Texas","Houston ","HOU",2363,510,107,7436,NA,NA,NA,138
"2016","2","Texas","San Antonio ","SNA",1139,859,39,2543,NA,17,NA,41
"2016","2","Utah","Salt Lake City ","SLC",567,652,16,889,NA,NA,NA,13
"2016","2","Vermont","St. Albans ","STA",32,116,NA,65,NA,NA,NA,NA
"2016","2","Virginia","Norfolk ","NOR",337,550,45,811,NA,21,NA,NA
"2016","2","Washington","Seattle ","SEA",834,1270,65,1715,NA,NA,NA,NA
"2016","2","Washington","Spokane ","SPO",49,84,NA,110,NA,NA,NA,NA
"2016","2","Washington","Yakima","YAK",106,170,NA,136,NA,NA,NA,NA
"2016","2","Wisconsin","Milwaukee ","MIL",282,254,16,583,NA,NA,NA,18
"2016","2","Service Center","California","WSC",1690,8017,1390,10960,63380,32646,4146,389014
"2016","2","Service Center","Nebraska","NSC",54549,59420,2553,85466,1144,2019,284,2849
"2016","2","Service Center","Texas","SSC",5848,4697,470,12681,159,242,146,404
"2016","2","Service Center","Vermont","ESC",NA,1048,722,6880,NA,873,616,140508
"2016","2","Service Center","Potomac","YSC",26037,12257,89,32873,538,296,NA,821
"2016","3","Alaska","Anchorage ","ANC",72,35,NA,189,NA,NA,NA,NA
"2016","3","Arizona","Phoenix ","PHO",1108,892,66,1819,NA,34,NA,NA
"2016","3","Arizona","Tucson","TUC",378,524,17,809,NA,NA,NA,NA
"2016","3","Arkansas","Fort Smith ","FSA",106,202,NA,203,NA,NA,NA,NA
"2016","3","California","Chula Vista","CVC",NA,NA,NA,NA,NA,NA,NA,NA
"2016","3","California","Fresno ","FRE",578,284,16,968,NA,NA,NA,33
"2016","3","California","Imperial","IMP",119,210,NA,195,NA,NA,NA,NA
"2016","3","California","Los Angeles ","LOS",1642,1297,148,3229,NA,22,NA,30
"2016","3","California","Los Angeles County ","LAC",1848,1407,138,3433,NA,24,NA,62
"2016","3","California","Sacramento ","SAC",649,901,60,1673,NA,13,NA,14
"2016","3","California","San Bernardino","SBD",1473,966,106,2158,NA,NA,NA,56
"2016","3","California","San Diego ","SND",1061,746,56,2762,NA,NA,NA,NA
"2016","3","California","San Fernando Valley","SFV",1095,886,72,2419,NA,33,NA,19
"2016","3","California","San Francisco","SFR",1768,1213,66,4539,NA,26,NA,17
"2016","3","California","San Jose ","SNJ",883,689,40,2100,NA,12,NA,60
"2016","3","California","Santa Ana","SAA",1296,728,94,3213,NA,29,12,NA
"2016","3","Colorado","Denver ","DEN",944,478,64,3448,NA,10,NA,19
"2016","3","Connecticut","Hartford ","HAR",729,636,96,2051,NA,NA,NA,125
"2016","3","Delaware","Dover","DVD",NA,37,NA,11,NA,NA,NA,NA
"2016","3","District of Columbia","Washington ","WAS",1093,798,71,2885,NA,NA,NA,151
"2016","3","Florida","Hialeah","HIA",621,521,30,1409,NA,NA,NA,13
"2016","3","Florida","Jacksonville","JAC",385,197,21,1085,NA,NA,NA,NA
"2016","3","Florida","Kendall","KND",541,451,46,1218,NA,NA,NA,NA
"2016","3","Florida","Miami ","MIA",1046,626,100,3253,10,17,NA,54
"2016","3","Florida","Oakland Park","OKL",1516,645,90,3835,NA,NA,NA,36
"2016","3","Florida","Orlando ","ORL",1128,806,81,3015,NA,NA,NA,93
"2016","3","Florida","TAM","TAM",941,659,53,2438,NA,NA,NA,NA
"2016","3","Florida","West Palm Beach","WPB",767,591,65,1642,NA,NA,NA,117
"2016","3","Georgia","Atlanta ","ATL",2082,1737,177,4817,NA,22,NA,117
"2016","3","Hawaii","Honolulu ","HHW",276,197,26,513,NA,NA,NA,NA
"2016","3","Idaho","Boise ","BOI",109,366,NA,246,NA,NA,NA,NA
"2016","3","Illinois","Chicago ","CHI",2589,2205,155,6105,NA,43,NA,247
"2016","3","Indiana","Indianapolis ","INP",367,299,23,701,NA,NA,NA,NA
"2016","3","Iowa","Des Moines","DSM",138,83,13,415,NA,NA,NA,13
"2016","3","Kansas","Wichita","WIC",165,78,NA,326,NA,NA,NA,NA
"2016","3","Kentucky","Louisville ","LOU",219,130,34,423,NA,NA,NA,10
"2016","3","Louisiana","New Orleans ","NOL",379,200,38,776,NA,NA,NA,NA
"2016","3","Maine","Portland ","POM",48,269,NA,143,NA,NA,NA,NA
"2016","3","Maryland","Baltimore ","BAL",1340,618,31,3707,NA,13,NA,212
"2016","3","Massachusetts","Boston ","BOS",1401,1142,57,4264,NA,11,NA,148
"2016","3","Massachusetts","Lawrence","LAW",496,293,40,1152,NA,NA,NA,40
"2016","3","Michigan","Detroit ","DET",652,942,65,1408,NA,51,NA,202
"2016","3","Minnesota","St. Paul ","SPM",633,301,24,1696,NA,NA,NA,17
"2016","3","Missouri","Kansas City ","KAN",392,514,18,602,NA,NA,NA,18
"2016","3","Missouri","St. Louis ","STL",188,68,NA,792,NA,NA,NA,NA
"2016","3","Montana","Helena ","HEL",39,80,NA,118,NA,NA,NA,NA
"2016","3","Nebraska","Omaha ","OMA",156,476,42,352,NA,12,NA,NA
"2016","3","Nevada","Las Vegas ","LVG",717,332,66,1833,NA,NA,NA,NA
"2016","3","Nevada","Reno ","REN",85,326,NA,621,NA,NA,NA,NA
"2016","3","New Hampshire","Manchester ","MAN",100,121,NA,250,NA,NA,NA,NA
"2016","3","New Jersey","Mount Laurel","MTL",524,814,47,1148,NA,NA,NA,21
"2016","3","New Jersey","Newark ","NEW",2543,2569,149,7995,NA,20,NA,67
"2016","3","New Mexico","Albuquerque ","ABQ",190,209,NA,413,NA,NA,NA,NA
"2016","3","New York","Albany ","ALB",136,107,NA,291,NA,NA,NA,26
"2016","3","New York","Buffalo ","BUF",188,387,20,604,NA,10,NA,80
"2016","3","New York","Long Island","LNY",1517,1190,57,4666,NA,32,NA,188
"2016","3","New York","New York ","NYC",4549,4105,492,13433,NA,80,40,605
"2016","3","New York","Queens","QNS",1512,1264,95,4572,NA,54,10,184
"2016","3","North Carolina","Charlotte ","CLT",577,474,25,904,NA,NA,NA,NA
"2016","3","North Carolina","Raleigh","RAL",552,520,43,981,NA,16,NA,NA
"2016","3","Ohio","Cincinnati ","CIN",168,178,11,315,NA,NA,NA,NA
"2016","3","Ohio","Cleveland ","CLE",251,240,25,447,NA,15,NA,NA
"2016","3","Ohio","Columbus","CLM",252,189,30,438,NA,NA,NA,NA
"2016","3","Oklahoma","Oklahoma City ","OKC",371,321,23,939,NA,NA,NA,24
"2016","3","Oregon","Portland ","POO",508,335,29,882,NA,NA,NA,NA
"2016","3","Pennsylvania","Philadelphia","PHI",1161,1777,135,3008,NA,52,NA,122
"2016","3","Pennsylvania","Pittsburgh ","PIT",215,331,16,474,NA,NA,NA,NA
"2016","3","Rhode Island","Providence ","PRO",196,364,24,444,NA,NA,NA,12
"2016","3","South Carolina","Charleston ","CHL",286,221,30,695,NA,NA,NA,11
"2016","3","Tennessee","Memphis ","MEM",542,452,17,1287,NA,NA,NA,49
"2016","3","Texas","Dallas ","DAL",2445,2200,216,8038,NA,NA,NA,273
"2016","3","Texas","El Paso ","ELP",700,431,30,1330,NA,NA,NA,28
"2016","3","Texas","Harlingen ","HLG",798,548,28,1631,NA,11,NA,NA
"2016","3","Texas","Houston ","HOU",2632,1541,182,8163,NA,34,NA,146
"2016","3","Texas","San Antonio ","SNA",1346,942,38,2895,NA,15,NA,40
"2016","3","Utah","Salt Lake City ","SLC",559,454,21,1082,NA,NA,NA,19
"2016","3","Vermont","St. Albans ","STA",54,73,NA,80,NA,NA,NA,NA
"2016","3","Virginia","Norfolk ","NOR",360,292,23,1031,NA,NA,NA,25
"2016","3","Washington","Seattle ","SEA",968,776,47,1862,NA,NA,NA,NA
"2016","3","Washington","Spokane ","SPO",50,76,NA,96,NA,NA,NA,NA
"2016","3","Washington","Yakima","YAK",134,84,NA,170,NA,NA,NA,NA
"2016","3","Wisconsin","Milwaukee ","MIL",270,205,22,660,NA,NA,NA,26
"2016","3","Service Center","California","WSC",634,4198,920,7241,72393,29518,3929,429812
"2016","3","Service Center","Nebraska","NSC",68732,44690,2710,105834,1426,1373,244,2905
"2016","3","Service Center","Texas","SSC",15924,15067,392,12549,388,410,61,372
"2016","3","Service Center","Vermont","ESC",NA,579,702,6432,NA,526,667,140312
"2016","3","Service Center","Potomac","YSC",13354,25072,436,20678,316,553,29,556
"2016","4","Alaska","Anchorage ","ANC",78,61,NA,183,NA,NA,NA,NA
"2016","4","Arizona","Phoenix ","PHO",916,495,33,2195,NA,NA,NA,21
"2016","4","Arizona","Tucson","TUC",328,543,NA,800,NA,10,NA,NA
"2016","4","Arkansas","Fort Smith ","FSA",117,135,NA,230,NA,NA,NA,NA
"2016","4","California","Chula Vista","CVC",NA,NA,NA,NA,NA,NA,NA,NA
"2016","4","California","Fresno ","FRE",613,430,40,1056,NA,NA,NA,32
"2016","4","California","Imperial","IMP",111,199,14,199,NA,NA,NA,NA
"2016","4","California","Los Angeles ","LOS",1532,1357,71,3310,NA,14,NA,53
"2016","4","California","Los Angeles County ","LAC",1804,1379,170,3528,NA,16,NA,46
"2016","4","California","Sacramento ","SAC",670,1159,54,1325,NA,14,NA,NA
"2016","4","California","San Bernardino","SBD",1427,1412,81,2455,NA,10,NA,33
"2016","4","California","San Diego ","SND",1054,842,26,2790,NA,NA,NA,NA
"2016","4","California","San Fernando Valley","SFV",1030,819,74,2695,NA,34,NA,11
"2016","4","California","San Francisco","SFR",1739,1356,42,4898,NA,19,NA,36
"2016","4","California","San Jose ","SNJ",923,549,18,2504,NA,NA,NA,48
"2016","4","California","Santa Ana","SAA",1280,894,69,3475,NA,20,15,NA
"2016","4","Colorado","Denver ","DEN",843,1097,70,3017,NA,NA,NA,18
"2016","4","Connecticut","Hartford ","HAR",702,436,103,2161,NA,NA,NA,123
"2016","4","Delaware","Dover","DVD",NA,44,NA,NA,NA,NA,NA,NA
"2016","4","District of Columbia","Washington ","WAS",1224,368,44,3765,NA,10,NA,146
"2016","4","Florida","Hialeah","HIA",602,659,34,1530,NA,NA,NA,12
"2016","4","Florida","Jacksonville","JAC",459,580,40,931,NA,NA,NA,NA
"2016","4","Florida","Kendall","KND",491,186,34,1646,NA,10,NA,NA
"2016","4","Florida","Miami ","MIA",937,623,75,3552,NA,32,NA,30
"2016","4","Florida","Fort Myers","OFM",90,NA,NA,903,NA,NA,NA,10
"2016","4","Florida","Oakland Park","OKL",1320,443,80,4390,NA,10,NA,28
"2016","4","Florida","Orlando ","ORL",1004,674,92,3492,NA,18,NA,74
"2016","4","Florida","TAM","TAM",833,453,47,2424,NA,NA,NA,NA
"2016","4","Florida","West Palm Beach","WPB",739,766,88,1613,NA,NA,NA,137
"2016","4","Georgia","Atlanta ","ATL",2157,1946,133,5026,NA,48,NA,75
"2016","4","Hawaii","Honolulu ","HHW",242,231,32,515,NA,10,NA,NA
"2016","4","Idaho","Boise ","BOI",101,414,NA,206,NA,NA,NA,NA
"2016","4","Illinois","Chicago ","CHI",2635,1920,139,6223,NA,58,NA,191
"2016","4","Indiana","Indianapolis ","INP",412,394,57,797,NA,NA,NA,NA
"2016","4","Iowa","Des Moines","DSM",129,57,NA,499,NA,NA,NA,14
"2016","4","Kansas","Wichita","WIC",162,118,NA,394,NA,NA,NA,NA
"2016","4","Kentucky","Louisville ","LOU",171,169,23,418,NA,NA,NA,NA
"2016","4","Louisiana","New Orleans ","NOL",338,326,26,782,NA,NA,NA,NA
"2016","4","Maine","Portland ","POM",62,316,11,158,NA,NA,NA,NA
"2016","4","Maryland","Baltimore ","BAL",1272,562,43,4280,NA,NA,NA,236
"2016","4","Massachusetts","Boston ","BOS",1430,1371,134,4130,NA,16,NA,157
"2016","4","Massachusetts","Lawrence","LAW",474,482,71,1102,NA,NA,NA,44
"2016","4","Michigan","Detroit ","DET",744,969,100,1403,NA,27,NA,175
"2016","4","Minnesota","St. Paul ","SPM",568,79,20,2121,NA,NA,NA,17
"2016","4","Missouri","Kansas City ","KAN",422,592,13,733,NA,NA,NA,NA
"2016","4","Missouri","St. Louis ","STL",188,49,NA,938,NA,NA,NA,NA
"2016","4","Montana","Helena ","HEL",34,189,NA,199,NA,NA,NA,NA
"2016","4","Nebraska","Omaha ","OMA",125,308,46,494,NA,NA,NA,NA
"2016","4","Nevada","Las Vegas ","LVG",738,229,57,2240,NA,NA,NA,NA
"2016","4","Nevada","Reno ","REN",115,330,19,539,NA,NA,NA,NA
"2016","4","New Hampshire","Manchester ","MAN",88,120,NA,231,NA,NA,NA,NA
"2016","4","New Jersey","Mount Laurel","MTL",532,691,64,1154,NA,NA,NA,20
"2016","4","New Jersey","Newark ","NEW",2672,2207,147,9057,NA,16,10,129
"2016","4","New Mexico","Albuquerque ","ABQ",200,294,12,363,NA,NA,NA,NA
"2016","4","New York","Albany ","ALB",126,58,NA,341,NA,NA,NA,26
"2016","4","New York","Buffalo ","BUF",211,366,37,671,NA,26,NA,61
"2016","4","New York","Long Island","LNY",1531,780,60,5338,NA,19,NA,228
"2016","4","New York","New York ","NYC",4429,2570,251,15353,NA,62,NA,698
"2016","4","New York","Queens","QNS",1424,842,106,5075,NA,13,15,179
"2016","4","North Carolina","Charlotte ","CLT",534,324,19,1215,NA,NA,NA,NA
"2016","4","North Carolina","Raleigh","RAL",574,674,32,1024,NA,NA,NA,NA
"2016","4","Ohio","Cincinnati ","CIN",191,187,12,351,NA,12,NA,NA
"2016","4","Ohio","Cleveland ","CLE",231,269,27,457,NA,NA,NA,NA
"2016","4","Ohio","Columbus","CLM",238,250,22,453,NA,NA,NA,NA
"2016","4","Oklahoma","Oklahoma City ","OKC",359,190,18,1069,NA,11,NA,19
"2016","4","Oregon","Portland ","POO",460,505,34,823,NA,NA,NA,NA
"2016","4","Pennsylvania","Philadelphia","PHI",1185,1348,109,3192,NA,72,NA,44
"2016","4","Pennsylvania","Pittsburgh ","PIT",216,238,18,482,NA,NA,NA,NA
"2016","4","Rhode Island","Providence ","PRO",233,326,33,512,NA,NA,NA,NA
