city,listing_id,bathrooms,price_per_sqft,build_year,url,price,bedrooms,state,longitude,zip_code,partial_bathrooms,street,address,latitude,house_type,state_code,sqft,neighborhood
San Francisco,3255075451,3,,,https://www.trulia.com/builder-community/6-Mint-Plaza-3255075451/new-home/-900-Penthouse-Plan/3259161931,4795000,3+,California,-122.407906,94103,,Mint Plz,"6 Mint Plaza, San Francisco, CA",37.782978,New Community,CA,,SoMa
San Francisco,3259057431,2,1578.1151,2010,https://www.trulia.com/property/3259057431-1-Hawthorne-St-24A-San-Francisco-CA-94105,2495000,2,California,-122.39887,94105,,Hawthorne St,"1 Hawthorne Street #24A, San Francisco, CA",37.78577,Condo,CA,1581,South Beach
San Francisco,3259022924,0,2308.8765,2014,https://www.trulia.com/property/3259022924-401-Harrison-St-41D-San-Francisco-CA-94105,4500000,,California,-122.39217,94105,,Harrison St,"401 Harrison Street #41D, San Francisco, CA",37.786064,Condo,CA,1949,South Beach
San Francisco,3259259171,3,0,1908,https://www.trulia.com/property/3259259171-1314-Taylor-St-San-Francisco-CA-94108,1995000,3,California,-122.41276,94108,,Taylor St,"1314 Taylor Street, San Francisco, CA",37.79462,Condo,CA,,Nob Hill
San Francisco,3258807607,7,0,,https://www.trulia.com/property/3258807607-4306-4308-21st-St-San-Francisco-CA-94114,4995000,6,California,-122.43913,94114,2,21st St,"4306-4308 21st Street, San Francisco, CA",37.755512,Single-Family Home,CA,,Noe Valley
San Francisco,3257892712,2,772.2727,,https://www.trulia.com/property/3257892712-1372-Jackson-St-1374-San-Francisco-CA-94109,1699000,2,California,-122.41765,94109,,Jackson St,"1372 Jackson Street #1374, San Francisco, CA",37.794785,Multi-Family Home,CA,2200,Nob Hill
San Francisco,3258607639,2,809.62024,1997,https://www.trulia.com/property/3258607639-139-Welsh-St-11-San-Francisco-CA-94107,1599000,2,California,-122.39802,94107,1,Welsh St,"139 Welsh Street #11, San Francisco, CA",37.77853,Loft,CA,1975,Mission Bay
San Francisco,35816235,2,0,,https://www.trulia.com/property/35816235-713-York-St-San-Francisco-CA-94110,1750000,2,California,-122.40867,94110,0,York St,"713 York Street, San Francisco, CA",37.759983,Single-Family Home,CA,,Potrero Hill
San Francisco,3258764163,0,0,,https://www.trulia.com/property/3258764163-1462-Newcomb-Ave-San-Francisco-CA-94124,799000,2,California,-122.38704,94124,0,Newcomb Ave,"1462 Newcomb Avenue, San Francisco, CA",37.73397,Single-Family Home,CA,,Bayview
San Francisco,3258708521,2,0,,https://www.trulia.com/property/3258708521-33-Pond-St-San-Francisco-CA-94114,1195000,2,California,-122.43205,94114,,Pond St,"33 Pond Street, San Francisco, CA",37.76371,Condo,CA,,Castro
San Francisco,3258712517,0,0,,https://www.trulia.com/property/3258712517-650-Peru-Ave-San-Francisco-CA-94112,125000,,California,-122.42467,94112,,Peru Ave,"650 Peru Avenue, San Francisco, CA",37.725983,Lot/Land,CA,,Excelsior
San Francisco,3258712718,0,0,,https://www.trulia.com/property/3258712718-650-650th-Peru-Ave-San-Francisco-CA-94112,125000,,California,-122.4432,94112,,650th Peru Ave,"650 650th Peru Avenue, San Francisco, CA",37.7206,Lot/Land,CA,,Mission Terrace
San Francisco,3258502961,1,0,1900,https://www.trulia.com/property/3258502961-19-Bessie-St-San-Francisco-CA-94110,549000,1,California,-122.414734,94110,,Bessie St,"19 Bessie Street, San Francisco, CA",37.74692,Condo,CA,,Bernal Heights
San Francisco,3258778430,1,1003.876,,https://www.trulia.com/property/3258778430-690-Market-St-201-San-Francisco-CA-94188,1295000,1,California,-122.40323,94188,,Market St,"690 Market Street #201, San Francisco, CA",37.788246,Condo,CA,1290,Downtown
San Francisco,3258713787,2,1582.0896,,https://www.trulia.com/property/3258713787-Rockwell-1688-Pine-St-E1111-San-Francisco-CA-94109,1802000,2,California,-122.42295,94109,,Pine St,"1688 Pine Street #E1111, San Francisco, CA",37.789593,Condo,CA,1139,Civic Center
