address,price,floor_size,bathrooms,bedrooms,est_mortgage,zprice,latitude,longitude,FACTS,FEATURES,APPLIANCES INCLUDED,ROOM TYPES,CONSTRUCTION,ADDITIONAL FEATURES,OTHER,street,barough,state,zip
"67 Brighton 11th St, Brooklyn, NY 11235",1100000.0,1880.0,3.0,5.0,4337.0,965084.0,40.58128,-73.95664,,"Attic, Barbecue, Cable Ready, Ceiling Fan, Deck, Fenced Yard, Fireplace, Flooring: Carpet, Hardwood, Laminate, Linoleum / Vinyl, Tile, Garden, Gated Entry, Greenhouse, Intercom, Jetted Tub, Lawn, Mother-in-Law Apartment, Parking: Carport, Garage - Attached, Off street, On street, 2 spaces, Patio, Porch, Security System, Skylight, Sprinkler System, Storage, Transportation, Vaulted Ceiling, View: City, Territorial, Wired","Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Trash compactor, Washer","Breakfast nook, Dining room, Family room, Laundry room, Library, Master bath, Mud room, Office, Recreation room, Solarium / Atrium, Sun room, Walk-in closet, Workshop","Exterior material: Brick, Cement concrete, Stucco, Room count: 9, Stories: 2, Structure type: Split level, Unit count: 2",,"Floor size: 1,880 sqft, Heating: Gas, Laundry: In Unit, Zillow Home ID: 2096968352",67 Brighton 11th St,Brooklyn,NY,11235
"2685 E 22nd St # 2D, Brooklyn, NY 11235",460000.0,665.0,1.0,1.0,1763.0,430022.0,40.5866,-73.9468,,,Dishwasher,,Unit count: 1,,"Floor size: 665 sqft, Zillow Home ID: 2096501530",2685 E 22nd St # 2D,Brooklyn,NY,11235
"27110 Grand Central Pkwy # PHC, Floral Park, NY 11005",1899000.0,,4.0,3.0,7487.0,1507121.0,40.7568,-73.7142,,"Doorman, Elevator, Pool",,,,,Zillow Home ID: 2098310180,27110 Grand Central Pkwy # PHC,Floral Park,NY,11005
"8265 165th St, Jamaica, NY 11432",829000.0,2000.0,3.0,3.0,3268.0,840307.0,40.717825,-73.80096,,"700 sqft basement, Finished basement, Flooring: Hardwood, Tile, Garden, Lawn, Parking: Garage - Attached, Garage - Detached, 250 sqft garage, Skylight, Storage","Dryer, Washer","Breakfast nook, Dining room, Walk-in closet","Exterior material: Brick, Roof type: Other, Room count: 8, Stories: 2, Structure type: Colonial, Unit count: 1","Guest parking, Living room","Floor size: 2,000 sqft, Heating: Gas, Last remodel year: 1930, Laundry: In Unit, Parcel #: 070450024, Zillow Home ID: 32077339",8265 165th St,Jamaica,NY,11432
"2130 E 18th St, Brooklyn, NY 11229",1198000.0,1320.0,1.0,3.0,4723.0,117.0,40.59837,-73.953555,,"Fenced Yard, Finished basement, Flooring: Hardwood, Garden, Lawn, Parking: Garage - Attached, Off street, On street, 3 spaces, Porch","Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer","Dining room, Family room, Laundry room","Exterior material: Brick, Stories: 2",,"Floor size: 1,320 sqft, Last remodel year: 1925, Laundry: In Unit, Parcel #: 073500080, Zillow Home ID: 30744558",2130 E 18th St,Brooklyn,NY,11229
"11133 166th St # 1, Jamaica, NY 11433",449000.0,,3.0,3.0,1721.0,479871.0,40.69267,-73.78516,,,,,,,"Last remodel year: 2016, Zillow Home ID: 2097161019",11133 166th St # 1,Jamaica,NY,11433
"23928 148th Ave, Jamaica, NY 11422",429000.0,1400.0,2.0,3.0,1645.0,127.0,40.654484,-73.744335,,"800 sqft basement, Parking: Garage - Detached",,,Stories: 2,"Sewer Type: Municipal, Water Source Type: Municipal, Garage Type: Yes, HOA or Building Fee: 0.00, Bonus Room: yes","Floor size: 1,400 sqft, Last remodel year: 1991, Parcel #: 137430020, Zillow Home ID: 32213665",23928 148th Ave,Jamaica,NY,11422
"7764 79th Pl, Glendale, NY 11385",679000.0,1664.0,1.0,3.0,2650.0,589080.0,40.70504,-73.871005,,"Finished basement, Flooring: Carpet, Hardwood, Parking: Garage - Detached","Dishwasher, Dryer, Washer",Dining room,"Exterior material: Vinyl, Stories: 2, Structure type: Colonial, Unit count: 1",,"Floor size: 1,664 sqft, Heating: Gas, Last remodel year: 1920, Laundry: In Unit, Parcel #: 038160078, Zillow Home ID: 32017832",7764 79th Pl,Glendale,NY,11385
"1109 Ditmas Ave, Brooklyn, NY 11218",1996000.0,3381.0,5.0,8.0,7869.0,127.0,40.63586,-73.966905,,"Attic, Barbecue, Cable Ready, Ceiling Fan, Deck, Dock, Double Pane/Storm Windows, Fenced Yard, Finished basement, Fireplace, Flooring: Hardwood, Tile, Other, Furnished, Garden, Hot Tub/Spa, Intercom, Jetted Tub, Lawn, Mother-in-Law Apartment, Parking: Garage - Attached, Garage - Detached, On street, Patio, Porch, Sauna, Security System, Skylight, Sprinkler System, Storage, Transportation, View: Territorial, Wired","Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer","Breakfast nook, Dining room, Family room, Laundry room, Library, Master bath, Office, Pantry, Recreation room, Sun room, Walk-in closet, Workshop","Exterior material: Brick, Cement concrete, Composition, Other, Stone, Roof type: Other, Room count: 21, Stories: 3, Structure type: Other, Unit count: 2","Living room, Stainless steel appliances","Floor size: 3,381 sqft, Heating: Gas, Last remodel year: 2007, Laundry: In Unit, Parcel #: 051750046, Zillow Home ID: 30668152",1109 Ditmas Ave,Brooklyn,NY,11218
"2580 Schurz Ave, Bronx, NY 10465",1999000.0,3900.0,5.0,6.0,7881.0,978018.0,40.811773,-73.826089,,"Attic, Cable Ready, Dock, Double Pane/Storm Windows, Fenced Yard, Flooring: Hardwood, Garden, Lawn, Parking: Garage - Attached, 2 spaces, Patio, Security System, Skylight, Transportation, Unfinished basement, View: Water, Waterfront","Dishwasher, Dryer, Microwave, Range / Oven, Refrigerator, Washer","Dining room, Family room, Master bath, Walk-in closet","Exterior material: Brick, Stories: 3, Structure type: Colonial, Unit count: 1","Amenities: Close to Bus, Amenities: Close to Park, Amenities: Close to School, Amenities: Close to Shops, Garbage: Public, Heating Fuel: Natural Gas, Parking: Driveway, Property Type: Multi-Family 2-4, Status: Active, Water Description: Municipal, Amenities: 1st Floor Bedrm, Amenities: Patio, Post Office: Bronx, Siding Description: Brick, Village: Bronx, Amenities: Storage, Amenities: Water View, Attic Description: None, Style: Contemporary, Basement Description: Partially Finished, Parking: 4+ Car Detached, Amenities: Deck, Hotwater: Gas Stand Alone, Year Built Exception: Actual, Heating Type: Base Board, Parking: Garage Parking, Amenities: Fenced, Amenities: Waterfront, Amenities: Balcony, Sq Ft Source: Municipality, Amenities: Hardwood Floors As Seen, Amenities: Water Access, Air Conditioning: Wall Units, Amenities: Beach, Amenities: Golf Course, Sewer Description: Municipal, Construction Description: Block, Construction Description: Brick","Floor size: 3,900 sqft, Heating: Gas, Last remodel year: 1980, Laundry: In Unit, Parcel #: 056070077, Zillow Home ID: 29850020",2580 Schurz Ave,Bronx,NY,10465
"50 Brighton 1st Rd # I17DA, Brooklyn, NY 11235",619000.0,,2.0,2.0,2416.0,,40.57519,-73.96678,,"Elevator, Patio, Pool","Dishwasher, Microwave, Range / Oven, Refrigerator",,,,Zillow Home ID: 2096950140,50 Brighton 1st Rd # I17DA,Brooklyn,NY,11235
"2140 E 71st St, Brooklyn, NY 11234",995000.0,2100.0,3.0,5.0,3923.0,765204.0,40.61889,-73.906765,,"Barbecue, Fenced Yard, Lawn, Parking: Garage - Detached, 2 spaces, 400 sqft garage, Sprinkler System",,,"Exterior material: Brick, Roof type: Shake Shingle, Stories: 2, Structure type: Ranch, Unit count: 2",,"Floor size: 2,100 sqft, Last remodel year: 2005, Parcel #: 084300058, Zillow Home ID: 30782576",2140 E 71st St,Brooklyn,NY,11234
"1801 Mcgraw Ave, Bronx, NY 10472",100000.0,,3.0,4.0,396.0,406076.0,40.83428,-73.86661,,,Refrigerator,Dining room,"Stories: 0, Structure type: Colonial","Detached/Attached: Det, Driveway: Pvt, STATUS: A, Last Status Change: PC, County: O, Zone: 99, # Fireplaces: 0, Dryer: 0, Washer: 0, # Kitchens: 0, TEMPORARILY OFF MARKET (TOM): Y","Parcel #: 038810008, Zillow Home ID: 29798313",1801 Mcgraw Ave,Bronx,NY,10472
"660 Saint Nicholas Ave APT 43, New York, NY 10030",170000.0,370.0,1.0,1.0,666.0,4903968.0,40.822422,-73.945167,,,,,,,"Floor size: 370 sqft, Parcel #: 20510033006600000000043, Zillow Home ID: 124718916",660 Saint Nicholas Ave APT 43,New York,NY,10030
"25502 149th Ave, Jamaica, NY 11422",255700.0,,2.0,4.0,980.0,463294.0,40.652735,-73.73416,,Parking: Garage - Detached,,,Stories: 2,"Sewer Type: Municipal, Water Source Type: Municipal, Residential Style: Other, HOA or Building Fee: 0.00","Parcel #: 136690004, Zillow Home ID: 32212347",25502 149th Ave,Jamaica,NY,11422
"11915 193rd St, Jamaica, NY 11412",208300.0,,2.0,4.0,816.0,493219.0,40.689445,-73.756724,,,,,Stories: 3,"Sewer Type: Municipal, Water Source Type: Municipal, Residential Style: Other, HOA or Building Fee: 0.00","Parcel #: 126490057, Zillow Home ID: 32194532",11915 193rd St,Jamaica,NY,11412
"221 Cuba Ave, Staten Island, NY 10306",350000.0,1715.0,3.0,4.0,,471812.0,40.562912,-74.10947,,,"Dryer, Refrigerator, Washer",Dining room,"Stories: 0, Structure type: Contemporary","Class: Res, Detached/Attached: Det, Driveway: Pvt, Fuel: Gas, Last Status Change: NEW, STATUS: A, Heat: Hw, Short Sale?: Y, County: O, Zone: 99, # Fireplaces: 0, # Kitchens: 2","Floor size: 1,715 sqft, Laundry: In Unit, Parcel #: 040520054, Zillow Home ID: 32335020",221 Cuba Ave,Staten Island,NY,10306
